Gate: XG1, Type: dff, Level: 0, Fanout: CRC_OUT_9_0, Fanin: WX1264
Gate: XG16554, Type: and, Level: 25, Fanout: WX2944, Fanin: WX2945, WX2950
Gate: XG16555, Type: and, Level: 25, Fanout: WX2930, Fanin: WX2931, WX2936
Gate: XG16556, Type: and, Level: 25, Fanout: WX2916, Fanin: WX2917, WX2922
Gate: XG16557, Type: and, Level: 25, Fanout: WX2902, Fanin: WX2903, WX2908
Gate: XG16558, Type: and, Level: 25, Fanout: WX2888, Fanin: WX2889, WX2894
Gate: XG16559, Type: and, Level: 25, Fanout: WX2874, Fanin: WX2875, WX2880
Gate: XG16560, Type: and, Level: 25, Fanout: WX2860, Fanin: WX2861, WX2866
Gate: XG16561, Type: and, Level: 25, Fanout: WX2846, Fanin: WX2847, WX2852
Gate: XG16562, Type: and, Level: 25, Fanout: WX2832, Fanin: WX2833, WX2838
Gate: XG16563, Type: and, Level: 25, Fanout: WX2818, Fanin: WX2819, WX2824
Gate: XG16564, Type: and, Level: 25, Fanout: WX2804, Fanin: WX2805, WX2810
Gate: XG16565, Type: and, Level: 25, Fanout: WX2790, Fanin: WX2791, WX2796
Gate: XG16566, Type: and, Level: 25, Fanout: WX2776, Fanin: WX2777, WX2782
Gate: XG16567, Type: and, Level: 25, Fanout: WX2762, Fanin: WX2763, WX2768
Gate: XG16568, Type: and, Level: 25, Fanout: WX2748, Fanin: WX2749, WX2754
Gate: XG16569, Type: and, Level: 25, Fanout: WX2734, Fanin: WX2735, WX2740
Gate: XG16570, Type: and, Level: 25, Fanout: WX2720, Fanin: WX2721, WX2726
Gate: XG16571, Type: and, Level: 25, Fanout: WX2706, Fanin: WX2707, WX2712
Gate: XG16572, Type: and, Level: 25, Fanout: WX2692, Fanin: WX2693, WX2698
Gate: XG16573, Type: and, Level: 25, Fanout: WX2678, Fanin: WX2679, WX2684
Gate: XG16574, Type: and, Level: 25, Fanout: WX2664, Fanin: WX2665, WX2670
Gate: XG16575, Type: and, Level: 25, Fanout: WX2650, Fanin: WX2651, WX2656
Gate: XG16576, Type: and, Level: 25, Fanout: WX2636, Fanin: WX2637, WX2642
Gate: XG16577, Type: and, Level: 25, Fanout: WX2622, Fanin: WX2623, WX2628
Gate: XG16578, Type: and, Level: 25, Fanout: WX1763, Fanin: WX1764, WX1769
Gate: XG16579, Type: and, Level: 25, Fanout: WX1749, Fanin: WX1750, WX1755
Gate: XG16580, Type: and, Level: 25, Fanout: WX1735, Fanin: WX1736, WX1741
Gate: XG16581, Type: and, Level: 25, Fanout: WX1721, Fanin: WX1722, WX1727
Gate: XG16582, Type: and, Level: 25, Fanout: WX1707, Fanin: WX1708, WX1713
Gate: XG16583, Type: and, Level: 25, Fanout: WX1693, Fanin: WX1694, WX1699
Gate: XG16584, Type: and, Level: 25, Fanout: WX1679, Fanin: WX1680, WX1685
Gate: XG16585, Type: and, Level: 25, Fanout: WX1665, Fanin: WX1666, WX1671
Gate: XG16586, Type: and, Level: 25, Fanout: WX1651, Fanin: WX1652, WX1657
Gate: XG16587, Type: and, Level: 25, Fanout: WX1637, Fanin: WX1638, WX1643
Gate: XG16588, Type: and, Level: 25, Fanout: WX1623, Fanin: WX1624, WX1629
Gate: XG16589, Type: and, Level: 25, Fanout: WX1609, Fanin: WX1610, WX1615
Gate: XG16590, Type: and, Level: 25, Fanout: WX1595, Fanin: WX1596, WX1601
Gate: XG16591, Type: and, Level: 25, Fanout: WX1581, Fanin: WX1582, WX1587
Gate: XG16592, Type: and, Level: 25, Fanout: WX1567, Fanin: WX1568, WX1573
Gate: XG16593, Type: and, Level: 25, Fanout: WX1553, Fanin: WX1554, WX1559
Gate: XG16594, Type: and, Level: 25, Fanout: WX1539, Fanin: WX1540, WX1545
Gate: XG16595, Type: and, Level: 25, Fanout: WX1525, Fanin: WX1526, WX1531
Gate: XG16596, Type: and, Level: 25, Fanout: WX1511, Fanin: WX1512, WX1517
Gate: XG16597, Type: and, Level: 25, Fanout: WX1497, Fanin: WX1498, WX1503
Gate: XG16598, Type: and, Level: 25, Fanout: WX1483, Fanin: WX1484, WX1489
Gate: XG16599, Type: and, Level: 25, Fanout: WX1469, Fanin: WX1470, WX1475
Gate: XG16600, Type: and, Level: 25, Fanout: WX1455, Fanin: WX1456, WX1461
Gate: XG16601, Type: and, Level: 25, Fanout: WX1441, Fanin: WX1442, WX1447
Gate: XG16602, Type: and, Level: 25, Fanout: WX1427, Fanin: WX1428, WX1433
Gate: XG16603, Type: and, Level: 25, Fanout: WX1413, Fanin: WX1414, WX1419
Gate: XG16604, Type: and, Level: 25, Fanout: WX1399, Fanin: WX1400, WX1405
Gate: XG16605, Type: and, Level: 25, Fanout: WX1385, Fanin: WX1386, WX1391
Gate: XG16606, Type: and, Level: 25, Fanout: WX1371, Fanin: WX1372, WX1377
Gate: XG16607, Type: and, Level: 25, Fanout: WX1357, Fanin: WX1358, WX1363
Gate: XG16608, Type: and, Level: 25, Fanout: WX1343, Fanin: WX1344, WX1349
Gate: XG16609, Type: and, Level: 25, Fanout: WX1329, Fanin: WX1330, WX1335
Gate: XG16610, Type: and, Level: 25, Fanout: WX470, Fanin: WX471, WX476
Gate: XG16611, Type: and, Level: 25, Fanout: WX456, Fanin: WX457, WX462
Gate: XG16612, Type: and, Level: 25, Fanout: WX442, Fanin: WX443, WX448
Gate: XG16613, Type: and, Level: 25, Fanout: WX428, Fanin: WX429, WX434
Gate: XG16614, Type: and, Level: 25, Fanout: WX414, Fanin: WX415, WX420
Gate: XG16615, Type: and, Level: 25, Fanout: WX400, Fanin: WX401, WX406
Gate: XG16616, Type: and, Level: 25, Fanout: WX386, Fanin: WX387, WX392
Gate: XG16617, Type: and, Level: 25, Fanout: WX372, Fanin: WX373, WX378
Gate: XG16618, Type: and, Level: 25, Fanout: WX358, Fanin: WX359, WX364
Gate: XG16619, Type: and, Level: 25, Fanout: WX344, Fanin: WX345, WX350
Gate: XG16620, Type: and, Level: 25, Fanout: WX330, Fanin: WX331, WX336
Gate: XG16621, Type: and, Level: 25, Fanout: WX316, Fanin: WX317, WX322
Gate: XG16622, Type: and, Level: 25, Fanout: WX302, Fanin: WX303, WX308
Gate: XG16623, Type: and, Level: 25, Fanout: WX288, Fanin: WX289, WX294
Gate: XG16624, Type: and, Level: 25, Fanout: WX274, Fanin: WX275, WX280
Gate: XG16625, Type: and, Level: 25, Fanout: WX260, Fanin: WX261, WX266
Gate: XG16626, Type: and, Level: 25, Fanout: WX246, Fanin: WX247, WX252
Gate: XG16627, Type: and, Level: 25, Fanout: WX232, Fanin: WX233, WX238
Gate: XG16628, Type: and, Level: 25, Fanout: WX218, Fanin: WX219, WX224
Gate: XG16629, Type: and, Level: 25, Fanout: WX204, Fanin: WX205, WX210
Gate: XG16630, Type: and, Level: 25, Fanout: WX190, Fanin: WX191, WX196
Gate: XG16631, Type: and, Level: 25, Fanout: WX176, Fanin: WX177, WX182
Gate: XG16632, Type: and, Level: 25, Fanout: WX162, Fanin: WX163, WX168
Gate: XG16633, Type: and, Level: 25, Fanout: WX148, Fanin: WX149, WX154
Gate: XG16634, Type: and, Level: 25, Fanout: WX134, Fanin: WX135, WX140
Gate: XG16635, Type: and, Level: 25, Fanout: WX120, Fanin: WX121, WX126
Gate: XG16636, Type: and, Level: 25, Fanout: WX106, Fanin: WX107, WX112
Gate: XG16637, Type: and, Level: 25, Fanout: WX92, Fanin: WX93, WX98
Gate: XG16638, Type: and, Level: 25, Fanout: WX78, Fanin: WX79, WX84
Gate: XG16639, Type: and, Level: 25, Fanout: WX64, Fanin: WX65, WX70
Gate: XG16640, Type: and, Level: 25, Fanout: WX50, Fanin: WX51, WX56
Gate: XG16641, Type: and, Level: 25, Fanout: WX36, Fanin: WX37, WX42
Gate: XG16642, Type: or, Level: 26, Fanout: WX38, Fanin: WX35, WX36
Gate: XG16643, Type: or, Level: 26, Fanout: WX52, Fanin: WX49, WX50
Gate: XG16644, Type: or, Level: 26, Fanout: WX66, Fanin: WX63, WX64
Gate: XG16645, Type: or, Level: 26, Fanout: WX80, Fanin: WX77, WX78
Gate: XG16646, Type: or, Level: 26, Fanout: WX94, Fanin: WX91, WX92
Gate: XG16647, Type: or, Level: 26, Fanout: WX108, Fanin: WX105, WX106
Gate: XG16648, Type: or, Level: 26, Fanout: WX122, Fanin: WX119, WX120
Gate: XG16649, Type: or, Level: 26, Fanout: WX136, Fanin: WX133, WX134
Gate: XG16650, Type: or, Level: 26, Fanout: WX150, Fanin: WX147, WX148
Gate: XG16651, Type: or, Level: 26, Fanout: WX164, Fanin: WX161, WX162
Gate: XG16652, Type: or, Level: 26, Fanout: WX178, Fanin: WX175, WX176
Gate: XG16653, Type: or, Level: 26, Fanout: WX192, Fanin: WX189, WX190
Gate: XG16654, Type: or, Level: 26, Fanout: WX206, Fanin: WX203, WX204
Gate: XG16655, Type: or, Level: 26, Fanout: WX220, Fanin: WX217, WX218
Gate: XG16656, Type: or, Level: 26, Fanout: WX234, Fanin: WX231, WX232
Gate: XG16657, Type: or, Level: 26, Fanout: WX248, Fanin: WX245, WX246
Gate: XG16658, Type: or, Level: 26, Fanout: WX262, Fanin: WX259, WX260
Gate: XG16659, Type: or, Level: 26, Fanout: WX276, Fanin: WX273, WX274
Gate: XG16660, Type: or, Level: 26, Fanout: WX290, Fanin: WX287, WX288
Gate: XG16661, Type: or, Level: 26, Fanout: WX304, Fanin: WX301, WX302
Gate: XG16662, Type: or, Level: 26, Fanout: WX318, Fanin: WX315, WX316
Gate: XG16663, Type: or, Level: 26, Fanout: WX332, Fanin: WX329, WX330
Gate: XG16664, Type: or, Level: 26, Fanout: WX346, Fanin: WX343, WX344
Gate: XG16665, Type: or, Level: 26, Fanout: WX360, Fanin: WX357, WX358
Gate: XG16666, Type: or, Level: 26, Fanout: WX374, Fanin: WX371, WX372
Gate: XG16667, Type: or, Level: 26, Fanout: WX388, Fanin: WX385, WX386
Gate: XG16668, Type: or, Level: 26, Fanout: WX402, Fanin: WX399, WX400
Gate: XG16669, Type: or, Level: 26, Fanout: WX416, Fanin: WX413, WX414
Gate: XG16670, Type: or, Level: 26, Fanout: WX430, Fanin: WX427, WX428
Gate: XG16671, Type: or, Level: 26, Fanout: WX444, Fanin: WX441, WX442
Gate: XG16672, Type: or, Level: 26, Fanout: WX458, Fanin: WX455, WX456
Gate: XG16673, Type: or, Level: 26, Fanout: WX472, Fanin: WX469, WX470
Gate: XG16674, Type: or, Level: 26, Fanout: WX1331, Fanin: WX1328, WX1329
Gate: XG16675, Type: or, Level: 26, Fanout: WX1345, Fanin: WX1342, WX1343
Gate: XG16676, Type: or, Level: 26, Fanout: WX1359, Fanin: WX1356, WX1357
Gate: XG16677, Type: or, Level: 26, Fanout: WX1373, Fanin: WX1370, WX1371
Gate: XG16678, Type: or, Level: 26, Fanout: WX1387, Fanin: WX1384, WX1385
Gate: XG16679, Type: or, Level: 26, Fanout: WX1401, Fanin: WX1398, WX1399
Gate: XG16680, Type: or, Level: 26, Fanout: WX1415, Fanin: WX1412, WX1413
Gate: XG16681, Type: or, Level: 26, Fanout: WX1429, Fanin: WX1426, WX1427
Gate: XG16682, Type: or, Level: 26, Fanout: WX1443, Fanin: WX1440, WX1441
Gate: XG16683, Type: or, Level: 26, Fanout: WX1457, Fanin: WX1454, WX1455
Gate: XG16684, Type: or, Level: 26, Fanout: WX1471, Fanin: WX1468, WX1469
Gate: XG16685, Type: or, Level: 26, Fanout: WX1485, Fanin: WX1482, WX1483
Gate: XG16686, Type: or, Level: 26, Fanout: WX1499, Fanin: WX1496, WX1497
Gate: XG16687, Type: or, Level: 26, Fanout: WX1513, Fanin: WX1510, WX1511
Gate: XG16688, Type: or, Level: 26, Fanout: WX1527, Fanin: WX1524, WX1525
Gate: XG16689, Type: or, Level: 26, Fanout: WX1541, Fanin: WX1538, WX1539
Gate: XG16690, Type: or, Level: 26, Fanout: WX1555, Fanin: WX1552, WX1553
Gate: XG16691, Type: or, Level: 26, Fanout: WX1569, Fanin: WX1566, WX1567
Gate: XG16692, Type: or, Level: 26, Fanout: WX1583, Fanin: WX1580, WX1581
Gate: XG16693, Type: or, Level: 26, Fanout: WX1597, Fanin: WX1594, WX1595
Gate: XG16694, Type: or, Level: 26, Fanout: WX1611, Fanin: WX1608, WX1609
Gate: XG16695, Type: or, Level: 26, Fanout: WX1625, Fanin: WX1622, WX1623
Gate: XG16696, Type: or, Level: 26, Fanout: WX1639, Fanin: WX1636, WX1637
Gate: XG16697, Type: or, Level: 26, Fanout: WX1653, Fanin: WX1650, WX1651
Gate: XG16698, Type: or, Level: 26, Fanout: WX1667, Fanin: WX1664, WX1665
Gate: XG16699, Type: or, Level: 26, Fanout: WX1681, Fanin: WX1678, WX1679
Gate: XG16700, Type: or, Level: 26, Fanout: WX1695, Fanin: WX1692, WX1693
Gate: XG16701, Type: or, Level: 26, Fanout: WX1709, Fanin: WX1706, WX1707
Gate: XG16702, Type: or, Level: 26, Fanout: WX1723, Fanin: WX1720, WX1721
Gate: XG16703, Type: or, Level: 26, Fanout: WX1737, Fanin: WX1734, WX1735
Gate: XG16704, Type: or, Level: 26, Fanout: WX1751, Fanin: WX1748, WX1749
Gate: XG16705, Type: or, Level: 26, Fanout: WX1765, Fanin: WX1762, WX1763
Gate: XG16706, Type: or, Level: 26, Fanout: WX2624, Fanin: WX2621, WX2622
Gate: XG16707, Type: or, Level: 26, Fanout: WX2638, Fanin: WX2635, WX2636
Gate: XG16708, Type: or, Level: 26, Fanout: WX2652, Fanin: WX2649, WX2650
Gate: XG16709, Type: or, Level: 26, Fanout: WX2666, Fanin: WX2663, WX2664
Gate: XG16710, Type: or, Level: 26, Fanout: WX2680, Fanin: WX2677, WX2678
Gate: XG16711, Type: or, Level: 26, Fanout: WX2694, Fanin: WX2691, WX2692
Gate: XG16712, Type: or, Level: 26, Fanout: WX2708, Fanin: WX2705, WX2706
Gate: XG16713, Type: or, Level: 26, Fanout: WX2722, Fanin: WX2719, WX2720
Gate: XG16714, Type: or, Level: 26, Fanout: WX2736, Fanin: WX2733, WX2734
Gate: XG16715, Type: or, Level: 26, Fanout: WX2750, Fanin: WX2747, WX2748
Gate: XG16716, Type: or, Level: 26, Fanout: WX2764, Fanin: WX2761, WX2762
Gate: XG16717, Type: or, Level: 26, Fanout: WX2778, Fanin: WX2775, WX2776
Gate: XG16718, Type: or, Level: 26, Fanout: WX2792, Fanin: WX2789, WX2790
Gate: XG16719, Type: or, Level: 26, Fanout: WX2806, Fanin: WX2803, WX2804
Gate: XG16720, Type: or, Level: 26, Fanout: WX2820, Fanin: WX2817, WX2818
Gate: XG16721, Type: or, Level: 26, Fanout: WX2834, Fanin: WX2831, WX2832
Gate: XG16722, Type: or, Level: 26, Fanout: WX2848, Fanin: WX2845, WX2846
Gate: XG16723, Type: or, Level: 26, Fanout: WX2862, Fanin: WX2859, WX2860
Gate: XG16724, Type: or, Level: 26, Fanout: WX2876, Fanin: WX2873, WX2874
Gate: XG16725, Type: or, Level: 26, Fanout: WX2890, Fanin: WX2887, WX2888
Gate: XG16726, Type: or, Level: 26, Fanout: WX2904, Fanin: WX2901, WX2902
Gate: XG16727, Type: or, Level: 26, Fanout: WX2918, Fanin: WX2915, WX2916
Gate: XG16728, Type: or, Level: 26, Fanout: WX2932, Fanin: WX2929, WX2930
Gate: XG16729, Type: or, Level: 26, Fanout: WX2946, Fanin: WX2943, WX2944
Gate: XG16730, Type: or, Level: 26, Fanout: WX2960, Fanin: WX2957, WX2958
Gate: XG16731, Type: or, Level: 26, Fanout: WX2974, Fanin: WX2971, WX2972
Gate: XG16732, Type: or, Level: 26, Fanout: WX2988, Fanin: WX2985, WX2986
Gate: XG16733, Type: or, Level: 26, Fanout: WX3002, Fanin: WX2999, WX3000
Gate: XG16734, Type: or, Level: 26, Fanout: WX3016, Fanin: WX3013, WX3014
Gate: XG16735, Type: or, Level: 26, Fanout: WX3030, Fanin: WX3027, WX3028
Gate: XG16736, Type: or, Level: 26, Fanout: WX3044, Fanin: WX3041, WX3042
Gate: XG16737, Type: or, Level: 26, Fanout: WX3058, Fanin: WX3055, WX3056
Gate: XG16738, Type: or, Level: 26, Fanout: WX3917, Fanin: WX3914, WX3915
Gate: XG16739, Type: or, Level: 26, Fanout: WX3931, Fanin: WX3928, WX3929
Gate: XG16740, Type: or, Level: 26, Fanout: WX3945, Fanin: WX3942, WX3943
Gate: XG16741, Type: or, Level: 26, Fanout: WX3959, Fanin: WX3956, WX3957
Gate: XG16742, Type: or, Level: 26, Fanout: WX3973, Fanin: WX3970, WX3971
Gate: XG16743, Type: or, Level: 26, Fanout: WX3987, Fanin: WX3984, WX3985
Gate: XG16744, Type: or, Level: 26, Fanout: WX4001, Fanin: WX3998, WX3999
Gate: XG16745, Type: or, Level: 26, Fanout: WX4015, Fanin: WX4012, WX4013
Gate: XG16746, Type: or, Level: 26, Fanout: WX4029, Fanin: WX4026, WX4027
Gate: XG16747, Type: or, Level: 26, Fanout: WX4043, Fanin: WX4040, WX4041
Gate: XG16748, Type: or, Level: 26, Fanout: WX4057, Fanin: WX4054, WX4055
Gate: XG16749, Type: or, Level: 26, Fanout: WX4071, Fanin: WX4068, WX4069
Gate: XG16750, Type: or, Level: 26, Fanout: WX4085, Fanin: WX4082, WX4083
Gate: XG16751, Type: or, Level: 26, Fanout: WX4099, Fanin: WX4096, WX4097
Gate: XG16752, Type: or, Level: 26, Fanout: WX4113, Fanin: WX4110, WX4111
Gate: XG16753, Type: or, Level: 26, Fanout: WX4127, Fanin: WX4124, WX4125
Gate: XG16754, Type: or, Level: 26, Fanout: WX4141, Fanin: WX4138, WX4139
Gate: XG16755, Type: or, Level: 26, Fanout: WX4155, Fanin: WX4152, WX4153
Gate: XG16756, Type: or, Level: 26, Fanout: WX4169, Fanin: WX4166, WX4167
Gate: XG16757, Type: or, Level: 26, Fanout: WX4183, Fanin: WX4180, WX4181
Gate: XG16758, Type: or, Level: 26, Fanout: WX4197, Fanin: WX4194, WX4195
Gate: XG16759, Type: or, Level: 26, Fanout: WX4211, Fanin: WX4208, WX4209
Gate: XG16760, Type: or, Level: 26, Fanout: WX4225, Fanin: WX4222, WX4223
Gate: XG16761, Type: or, Level: 26, Fanout: WX4239, Fanin: WX4236, WX4237
Gate: XG16762, Type: or, Level: 26, Fanout: WX4253, Fanin: WX4250, WX4251
Gate: XG16763, Type: or, Level: 26, Fanout: WX4267, Fanin: WX4264, WX4265
Gate: XG16764, Type: or, Level: 26, Fanout: WX4281, Fanin: WX4278, WX4279
Gate: XG16765, Type: or, Level: 26, Fanout: WX4295, Fanin: WX4292, WX4293
Gate: XG16766, Type: or, Level: 26, Fanout: WX4309, Fanin: WX4306, WX4307
Gate: XG16767, Type: or, Level: 26, Fanout: WX4323, Fanin: WX4320, WX4321
Gate: XG16768, Type: or, Level: 26, Fanout: WX4337, Fanin: WX4334, WX4335
Gate: XG16769, Type: or, Level: 26, Fanout: WX4351, Fanin: WX4348, WX4349
Gate: XG16770, Type: or, Level: 26, Fanout: WX5210, Fanin: WX5207, WX5208
Gate: XG16771, Type: or, Level: 26, Fanout: WX5224, Fanin: WX5221, WX5222
Gate: XG16772, Type: or, Level: 26, Fanout: WX5238, Fanin: WX5235, WX5236
Gate: XG16773, Type: or, Level: 26, Fanout: WX5252, Fanin: WX5249, WX5250
Gate: XG16774, Type: or, Level: 26, Fanout: WX5266, Fanin: WX5263, WX5264
Gate: XG16775, Type: or, Level: 26, Fanout: WX5280, Fanin: WX5277, WX5278
Gate: XG16776, Type: or, Level: 26, Fanout: WX5294, Fanin: WX5291, WX5292
Gate: XG16777, Type: or, Level: 26, Fanout: WX5308, Fanin: WX5305, WX5306
Gate: XG16778, Type: or, Level: 26, Fanout: WX5322, Fanin: WX5319, WX5320
Gate: XG16779, Type: or, Level: 26, Fanout: WX5336, Fanin: WX5333, WX5334
Gate: XG16780, Type: or, Level: 26, Fanout: WX5350, Fanin: WX5347, WX5348
Gate: XG16781, Type: or, Level: 26, Fanout: WX5364, Fanin: WX5361, WX5362
Gate: XG16782, Type: or, Level: 26, Fanout: WX5378, Fanin: WX5375, WX5376
Gate: XG16783, Type: or, Level: 26, Fanout: WX5392, Fanin: WX5389, WX5390
Gate: XG16784, Type: or, Level: 26, Fanout: WX5406, Fanin: WX5403, WX5404
Gate: XG16785, Type: or, Level: 26, Fanout: WX5420, Fanin: WX5417, WX5418
Gate: XG16786, Type: or, Level: 26, Fanout: WX5434, Fanin: WX5431, WX5432
Gate: XG16787, Type: or, Level: 26, Fanout: WX5448, Fanin: WX5445, WX5446
Gate: XG16788, Type: or, Level: 26, Fanout: WX5462, Fanin: WX5459, WX5460
Gate: XG16789, Type: or, Level: 26, Fanout: WX5476, Fanin: WX5473, WX5474
Gate: XG16790, Type: or, Level: 26, Fanout: WX5490, Fanin: WX5487, WX5488
Gate: XG16791, Type: or, Level: 26, Fanout: WX5504, Fanin: WX5501, WX5502
Gate: XG16792, Type: or, Level: 26, Fanout: WX5518, Fanin: WX5515, WX5516
Gate: XG16793, Type: or, Level: 26, Fanout: WX5532, Fanin: WX5529, WX5530
Gate: XG16794, Type: or, Level: 26, Fanout: WX5546, Fanin: WX5543, WX5544
Gate: XG16795, Type: or, Level: 26, Fanout: WX5560, Fanin: WX5557, WX5558
Gate: XG16796, Type: or, Level: 26, Fanout: WX5574, Fanin: WX5571, WX5572
Gate: XG16797, Type: or, Level: 26, Fanout: WX5588, Fanin: WX5585, WX5586
Gate: XG16798, Type: or, Level: 26, Fanout: WX5602, Fanin: WX5599, WX5600
Gate: XG16799, Type: or, Level: 26, Fanout: WX5616, Fanin: WX5613, WX5614
Gate: XG16800, Type: or, Level: 26, Fanout: WX5630, Fanin: WX5627, WX5628
Gate: XG16801, Type: or, Level: 26, Fanout: WX5644, Fanin: WX5641, WX5642
Gate: XG16802, Type: or, Level: 26, Fanout: WX6503, Fanin: WX6500, WX6501
Gate: XG16803, Type: or, Level: 26, Fanout: WX6517, Fanin: WX6514, WX6515
Gate: XG16804, Type: or, Level: 26, Fanout: WX6531, Fanin: WX6528, WX6529
Gate: XG16805, Type: or, Level: 26, Fanout: WX6545, Fanin: WX6542, WX6543
Gate: XG16806, Type: or, Level: 26, Fanout: WX6559, Fanin: WX6556, WX6557
Gate: XG16807, Type: or, Level: 26, Fanout: WX6573, Fanin: WX6570, WX6571
Gate: XG16808, Type: or, Level: 26, Fanout: WX6587, Fanin: WX6584, WX6585
Gate: XG16809, Type: or, Level: 26, Fanout: WX6601, Fanin: WX6598, WX6599
Gate: XG16810, Type: or, Level: 26, Fanout: WX6615, Fanin: WX6612, WX6613
Gate: XG16811, Type: or, Level: 26, Fanout: WX6629, Fanin: WX6626, WX6627
Gate: XG16812, Type: or, Level: 26, Fanout: WX6643, Fanin: WX6640, WX6641
Gate: XG16813, Type: or, Level: 26, Fanout: WX6657, Fanin: WX6654, WX6655
Gate: XG16814, Type: or, Level: 26, Fanout: WX6671, Fanin: WX6668, WX6669
Gate: XG16815, Type: or, Level: 26, Fanout: WX6685, Fanin: WX6682, WX6683
Gate: XG16816, Type: or, Level: 26, Fanout: WX6699, Fanin: WX6696, WX6697
Gate: XG16817, Type: or, Level: 26, Fanout: WX6713, Fanin: WX6710, WX6711
Gate: XG16818, Type: or, Level: 26, Fanout: WX6727, Fanin: WX6724, WX6725
Gate: XG16819, Type: or, Level: 26, Fanout: WX6741, Fanin: WX6738, WX6739
Gate: XG16820, Type: or, Level: 26, Fanout: WX6755, Fanin: WX6752, WX6753
Gate: XG16821, Type: or, Level: 26, Fanout: WX6769, Fanin: WX6766, WX6767
Gate: XG16822, Type: or, Level: 26, Fanout: WX6783, Fanin: WX6780, WX6781
Gate: XG16823, Type: or, Level: 26, Fanout: WX6797, Fanin: WX6794, WX6795
Gate: XG16824, Type: or, Level: 26, Fanout: WX6811, Fanin: WX6808, WX6809
Gate: XG16825, Type: or, Level: 26, Fanout: WX6825, Fanin: WX6822, WX6823
Gate: XG16826, Type: or, Level: 26, Fanout: WX6839, Fanin: WX6836, WX6837
Gate: XG16827, Type: or, Level: 26, Fanout: WX6853, Fanin: WX6850, WX6851
Gate: XG16828, Type: or, Level: 26, Fanout: WX6867, Fanin: WX6864, WX6865
Gate: XG16829, Type: or, Level: 26, Fanout: WX6881, Fanin: WX6878, WX6879
Gate: XG16830, Type: or, Level: 26, Fanout: WX6895, Fanin: WX6892, WX6893
Gate: XG16831, Type: or, Level: 26, Fanout: WX6909, Fanin: WX6906, WX6907
Gate: XG16832, Type: or, Level: 26, Fanout: WX6923, Fanin: WX6920, WX6921
Gate: XG16833, Type: or, Level: 26, Fanout: WX6937, Fanin: WX6934, WX6935
Gate: XG16834, Type: or, Level: 26, Fanout: WX7796, Fanin: WX7793, WX7794
Gate: XG16835, Type: or, Level: 26, Fanout: WX7810, Fanin: WX7807, WX7808
Gate: XG16836, Type: or, Level: 26, Fanout: WX7824, Fanin: WX7821, WX7822
Gate: XG16837, Type: or, Level: 26, Fanout: WX7838, Fanin: WX7835, WX7836
Gate: XG16838, Type: or, Level: 26, Fanout: WX7852, Fanin: WX7849, WX7850
Gate: XG16839, Type: or, Level: 26, Fanout: WX7866, Fanin: WX7863, WX7864
Gate: XG16840, Type: or, Level: 26, Fanout: WX7880, Fanin: WX7877, WX7878
Gate: XG16841, Type: or, Level: 26, Fanout: WX7894, Fanin: WX7891, WX7892
Gate: XG16842, Type: or, Level: 26, Fanout: WX7908, Fanin: WX7905, WX7906
Gate: XG16843, Type: or, Level: 26, Fanout: WX7922, Fanin: WX7919, WX7920
Gate: XG16844, Type: or, Level: 26, Fanout: WX7936, Fanin: WX7933, WX7934
Gate: XG16845, Type: or, Level: 26, Fanout: WX7950, Fanin: WX7947, WX7948
Gate: XG16846, Type: or, Level: 26, Fanout: WX7964, Fanin: WX7961, WX7962
Gate: XG16847, Type: or, Level: 26, Fanout: WX7978, Fanin: WX7975, WX7976
Gate: XG16848, Type: or, Level: 26, Fanout: WX7992, Fanin: WX7989, WX7990
Gate: XG16849, Type: or, Level: 26, Fanout: WX8006, Fanin: WX8003, WX8004
Gate: XG16850, Type: or, Level: 26, Fanout: WX8020, Fanin: WX8017, WX8018
Gate: XG16851, Type: or, Level: 26, Fanout: WX8034, Fanin: WX8031, WX8032
Gate: XG16852, Type: or, Level: 26, Fanout: WX8048, Fanin: WX8045, WX8046
Gate: XG16853, Type: or, Level: 26, Fanout: WX8062, Fanin: WX8059, WX8060
Gate: XG16854, Type: or, Level: 26, Fanout: WX8076, Fanin: WX8073, WX8074
Gate: XG16855, Type: or, Level: 26, Fanout: WX8090, Fanin: WX8087, WX8088
Gate: XG16856, Type: or, Level: 26, Fanout: WX8104, Fanin: WX8101, WX8102
Gate: XG16857, Type: or, Level: 26, Fanout: WX8118, Fanin: WX8115, WX8116
Gate: XG16858, Type: or, Level: 26, Fanout: WX8132, Fanin: WX8129, WX8130
Gate: XG16859, Type: or, Level: 26, Fanout: WX8146, Fanin: WX8143, WX8144
Gate: XG16860, Type: or, Level: 26, Fanout: WX8160, Fanin: WX8157, WX8158
Gate: XG16861, Type: or, Level: 26, Fanout: WX8174, Fanin: WX8171, WX8172
Gate: XG16862, Type: or, Level: 26, Fanout: WX8188, Fanin: WX8185, WX8186
Gate: XG16863, Type: or, Level: 26, Fanout: WX8202, Fanin: WX8199, WX8200
Gate: XG16864, Type: or, Level: 26, Fanout: WX8216, Fanin: WX8213, WX8214
Gate: XG16865, Type: or, Level: 26, Fanout: WX8230, Fanin: WX8227, WX8228
Gate: XG16866, Type: or, Level: 26, Fanout: WX9089, Fanin: WX9086, WX9087
Gate: XG16867, Type: or, Level: 26, Fanout: WX9103, Fanin: WX9100, WX9101
